sales_method_,years_as_customer_,state_,revenue_mean,revenue_sum,nb_sold_mean,nb_sold_sum
Email and call,9,Alabama,166.9,333.8,11.0,22
Call,9,Ohio,47.57,332.99,9.571428571428571,67
Call,4,Washington,55.46,332.76,11.166666666666666,67
Email and call,1,New Mexico,166.365,332.73,11.0,22
Call,4,Alabama,47.529999999999994,332.71,9.571428571428571,67
Email and call,15,New Jersey,166.26,332.52,11.0,22
Email and call,13,Florida,166.125,332.25,11.0,22
Email,1,North Dakota,110.61333333333334,331.84000000000003,11.0,33
Call,12,Texas,47.24,330.68,9.428571428571429,66
Email and call,6,Arizona,165.3,330.6,11.0,22
Call,10,Florida,47.199999999999996,330.4,9.428571428571429,66
Email and call,4,Washington,165.065,330.13,11.0,22
Email and call,4,Oregon,164.92000000000002,329.84000000000003,11.0,22
Call,5,Oregon,46.89857142857142,328.28999999999996,9.285714285714286,65
Email and call,13,Massachusetts,163.89499999999998,327.78999999999996,11.333333333333334,34
Email and call,6,Oregon,163.82999999999998,327.65999999999997,11.0,22
Call,4,Minnesota,46.57285714285714,326.01,9.285714285714286,65
Call,7,New Jersey,46.46142857142858,325.23,9.285714285714286,65
Call,4,Louisiana,46.27571428571429,323.93,9.333333333333334,84
Email,0,Alaska,107.76666666666667,323.3,10.666666666666666,32
Call,0,Virginia,46.08,322.56,9.375,75
Call,8,Arizona,53.31,319.86,10.666666666666666,64
Email and call,13,Ohio,159.665,319.33,10.5,21
Call,3,Washington,53.01833333333334,318.11,10.5,63
Email,6,New Mexico,105.52333333333333,316.57,10.666666666666666,32
Call,0,Maryland,52.75666666666667,316.54,10.666666666666666,64
Email,1,Idaho,105.49000000000001,316.47,10.666666666666666,32
Call,5,Wisconsin,52.74,316.44,10.666666666666666,64
Email and call,5,Nevada,157.92000000000002,315.84000000000003,11.0,22
Email and call,10,Indiana,157.66,315.32,12.0,36
Email and call,6,Delaware,157.19,314.38,12.0,36
Email,13,Iowa,104.71999999999998,314.15999999999997,10.666666666666666,32
Call,5,Iowa,52.31,313.86,10.5,63
Call,12,Pennsylvania,44.82714285714286,313.79,9.0,63
Call,7,Michigan,44.69,312.83,9.0,63
Call,0,Connecticut,52.025,312.15,10.5,63
Email,2,Hawaii,103.69333333333333,311.08,10.333333333333334,31
Call,5,Indiana,44.378571428571426,310.65,8.714285714285714,61
Email,12,Massachusetts,103.54,310.62,10.333333333333334,31
Call,2,Louisiana,51.725,310.35,10.333333333333334,62
Email,13,Minnesota,103.43333333333334,310.3,10.333333333333334,31
Email and call,12,Missouri,154.96,309.92,10.0,20
Email,6,Utah,103.04333333333334,309.13,10.333333333333334,31
Email,5,Hawaii,102.73333333333333,308.2,10.333333333333334,31
Call,3,Oklahoma,51.33166666666667,307.99,10.333333333333334,62
Call,14,Florida,51.31666666666666,307.9,10.166666666666666,61
Email and call,18,Florida,153.9,307.8,10.0,20
Call,11,New York,43.962857142857146,307.74,8.571428571428571,60
Call,8,Ohio,43.87,307.09,8.714285714285714,61
Email,17,New York,102.34666666666665,307.03999999999996,10.0,30
Email and call,0,Colorado,153.3,306.6,10.0,30
Email,16,Oregon,101.92666666666666,305.78,10.333333333333334,31
Email and call,12,Florida,152.52499999999998,305.04999999999995,11.666666666666666,35
Email,10,Colorado,101.57666666666667,304.73,10.0,30
Call,6,Louisiana,43.521428571428565,304.65,8.714285714285714,61
Call,7,Missouri,43.464285714285715,304.25,8.857142857142858,62
Email,14,Oregon,101.3,303.9,10.333333333333334,31
Email and call,8,Nebraska,151.915,303.83,10.0,20
Email,9,Oklahoma,101.08666666666666,303.26,10.333333333333334,31
Email and call,6,Colorado,150.985,301.97,10.666666666666666,32
Email,16,Nevada,100.64,301.92,10.0,30
Email,27,Texas,100.61666666666667,301.85,10.0,30
Call,12,Washington,50.29333333333333,301.76,10.166666666666666,61
Email,6,Connecticut,100.50999999999999,301.53,10.0,30
Call,7,Tennessee,50.11666666666667,300.7,10.5,84
Call,9,Florida,42.93857142857143,300.57,8.625,69
Email,2,Rhode Island,99.85333333333334,299.56,10.0,30
Email,15,North Carolina,99.66666666666667,299.0,10.0,40
Email and call,4,Massachusetts,148.9,297.8,11.0,33
Email,14,Colorado,99.19666666666667,297.59000000000003,10.0,30
Email,6,Oklahoma,98.86,296.58,10.0,30
Email,10,West Virginia,98.82,296.46,10.0,30
Email,2,North Dakota,98.78333333333335,296.35,9.75,39
Call,10,Michigan,49.32,295.92,9.857142857142858,69
Email,14,North Carolina,98.40666666666668,295.22,9.666666666666666,29
Email,12,Utah,98.34666666666668,295.04,9.666666666666666,29
Email,9,Hawaii,98.28000000000002,294.84000000000003,9.666666666666666,29
Email,5,Idaho,98.21666666666665,294.65,9.666666666666666,29
Email,9,Maryland,98.20333333333333,294.61,9.666666666666666,29
Call,10,Tennessee,48.81,292.86,9.833333333333334,59
Email,12,South Carolina,97.58999999999999,292.77,9.666666666666666,29
Call,7,Ohio,48.78666666666667,292.72,9.857142857142858,69
Call,5,South Carolina,48.623333333333335,291.74,10.0,70
Email,8,Oregon,97.22000000000001,291.66,10.0,40
Call,2,Alabama,48.553333333333335,291.32,10.142857142857142,71
Email,6,Mississippi,96.75666666666666,290.27,9.666666666666666,29
Email,22,New York,96.50333333333333,289.51,9.666666666666666,29
Call,2,Iowa,48.199999999999996,289.2,9.5,57
Email,8,Rhode Island,95.83333333333333,287.5,9.333333333333334,28
Email,13,North Carolina,95.82666666666667,287.48,9.5,38
Email,2,South Dakota,95.63333333333333,286.9,9.666666666666666,29
Email,9,Minnesota,95.62666666666667,286.88,9.333333333333334,28
Call,6,Massachusetts,47.751666666666665,286.51,9.428571428571429,66
Email,0,Arkansas,95.44333333333333,286.33,9.833333333333334,59
Email,13,Virginia,95.34333333333332,286.03,9.333333333333334,28
Email,16,Michigan,95.22333333333334,285.67,9.666666666666666,29
Call,2,Utah,47.58166666666667,285.49,9.333333333333334,56
Email,15,New Jersey,95.05666666666667,285.17,9.333333333333334,28
Email and call,0,New Mexico,142.315,284.63,9.5,19
Email,6,Idaho,94.87,284.61,9.333333333333334,28
Email,7,Alaska,94.68333333333334,284.05,9.333333333333334,28
Call,7,Connecticut,47.294999999999995,283.77,9.5,57
Email,9,Utah,94.52333333333333,283.57,9.666666666666666,29
Call,3,Kansas,47.24666666666667,283.48,9.333333333333334,56
Email,0,Rhode Island,94.33999999999999,283.02,9.666666666666666,29
Email,10,Indiana,94.28333333333335,282.85,9.666666666666666,29
Email and call,14,Massachusetts,141.395,282.79,9.0,18
Call,1,Utah,56.512,282.56,11.2,56
Call,3,Minnesota,47.07833333333334,282.47,9.333333333333334,56
Email and call,18,California,141.07999999999998,282.15999999999997,9.5,19
Email,13,New Jersey,93.71666666666665,281.15,9.333333333333334,28
Email and call,0,West Virginia,140.55,281.1,9.5,19
Email,0,Connecticut,93.69666666666667,281.09000000000003,9.25,37
Call,0,Missouri,56.214,281.07,11.2,56
Email,12,Iowa,93.66333333333334,280.99,9.333333333333334,28
Email,9,Colorado,93.12333333333333,279.37,9.0,27
Email,19,Florida,93.09666666666665,279.28999999999996,9.0,27
Email,16,Arizona,93.01333333333334,279.04,9.333333333333334,28
Email,14,Missouri,92.98333333333333,278.95,9.333333333333334,28
Call,13,Illinois,46.41833333333333,278.51,9.166666666666666,55
Call,6,Kentucky,46.22,277.32,9.5,57
Email,20,Georgia,92.15666666666668,276.47,9.333333333333334,28
Email,21,California,92.14,276.42,9.333333333333334,28
Email and call,6,Maryland,138.19,276.38,9.0,18
Email and call,4,Kansas,138.16000000000003,276.32000000000005,9.5,19
Call,1,Arkansas,45.958333333333336,275.75,9.333333333333334,56
Email,2,Idaho,91.44666666666666,274.34,9.0,27
Email,6,Hawaii,91.00999999999999,273.03,9.25,37
Email,0,South Dakota,90.92333333333333,272.77,9.0,27
Call,4,South Carolina,45.45333333333334,272.72,9.166666666666666,55
Email,12,Wisconsin,90.79,272.37,9.0,27
Email,11,Kentucky,90.77666666666666,272.33,9.0,27
Email,16,Virginia,90.44666666666667,271.34000000000003,9.0,27
Email,2,Montana,90.36,271.08,9.5,38
Call,14,California,45.160000000000004,270.96000000000004,9.166666666666666,55
Call,9,Michigan,44.949999999999996,269.7,9.0,54
Email,17,Pennsylvania,89.81,269.43,9.0,36
Email,3,Montana,89.79,269.37,9.0,27
Email,7,Kentucky,89.73333333333333,269.2,9.0,27
Email,16,Illinois,89.69666666666666,269.09,9.0,27
Call,2,Mississippi,44.846666666666664,269.08,9.0,54
Email,4,New Mexico,89.39333333333333,268.18,9.0,27
Email,17,Texas,89.33333333333333,268.0,9.333333333333334,28
Email,15,Indiana,89.25333333333333,267.76,9.333333333333334,28
Call,4,Iowa,53.436,267.18,10.8,54
Call,6,Oklahoma,44.46666666666667,266.8,8.833333333333334,53
Email,18,Michigan,88.62666666666667,265.88,9.0,27
Call,15,California,44.306666666666665,265.84,8.833333333333334,53
Call,8,Pennsylvania,44.24666666666667,265.48,8.625,69
Email,6,Montana,88.43666666666667,265.31,8.666666666666666,26
Email,8,Utah,88.40333333333335,265.21000000000004,9.25,37
Call,2,Oregon,44.16833333333333,265.01,8.666666666666666,52
Email,7,Connecticut,88.25666666666666,264.77,8.666666666666666,26
Call,7,Massachusetts,52.934000000000005,264.67,10.6,53
Email,17,North Carolina,87.23,261.69,8.666666666666666,26
Email and call,15,Kentucky,130.7,261.4,9.0,18
Email,13,Indiana,86.70333333333333,260.11,8.666666666666666,26
Email,11,Alabama,86.52,259.56,9.0,27
Email,14,Florida,86.49666666666667,259.49,8.666666666666666,26
Email,3,New Hampshire,86.46999999999998,259.40999999999997,9.25,37
Call,6,Missouri,51.760000000000005,258.8,10.4,52
Call,9,Tennessee,42.84166666666667,257.05,8.5,51
Email,6,Arkansas,85.42666666666666,256.28,8.25,33
Call,5,Virginia,51.227999999999994,256.14,10.0,50
Email,6,Nevada,85.35000000000001,256.05,8.333333333333334,25
Call,0,Alabama,51.118,255.59,10.2,51
Email,8,Mississippi,84.75,254.25,8.333333333333334,25
Call,17,California,41.98666666666667,251.92000000000002,8.285714285714286,58
Call,3,Louisiana,49.974000000000004,249.87,9.833333333333334,59
Email,11,Connecticut,83.05333333333333,249.16,8.0,24
Call,4,Colorado,49.414,247.07,9.8,49
Call,16,California,49.274,246.37,9.8,49
Call,5,Colorado,49.246,246.23000000000002,10.0,50
Call,8,Missouri,49.206,246.03,10.0,50
Call,0,Kentucky,49.196,245.98,9.8,49
Call,8,Minnesota,49.194,245.97,9.6,48
Call,7,Arizona,49.076,245.38,9.8,49
Call,0,Iowa,48.932,244.66,9.8,49
Call,2,New Hampshire,48.73,243.64999999999998,9.8,49
Call,1,New Hampshire,48.436,242.18,9.8,49
Call,9,Washington,48.013999999999996,240.07,9.6,48
Call,13,New York,47.916,239.57999999999998,9.6,48
Call,13,Ohio,47.732,238.66,9.6,48
Call,2,Nevada,47.480000000000004,237.4,9.4,47
Call,3,Arkansas,47.464,237.32,9.5,57
Call,6,Michigan,47.43,237.15,9.333333333333334,56
Call,6,Wisconsin,47.321999999999996,236.60999999999999,9.8,49
Call,0,Colorado,47.3,236.5,9.6,48
Call,2,South Carolina,58.88,235.52,11.75,47
Call,13,Florida,47.098,235.49,9.4,47
Call,0,Maine,46.83,234.15,9.2,46
Email and call,13,Louisiana,233.32,233.32,16.0,16
Call,5,Minnesota,46.648,233.24,9.2,46
Email and call,5,Maryland,232.52,232.52,16.0,16
Email and call,6,New Hampshire,231.54,231.54,15.0,15
Call,0,Arkansas,46.248000000000005,231.24,9.4,47
Email and call,26,Illinois,231.03,231.03,15.0,15
Email and call,3,Vermont,230.87,230.87,15.0,15
Email and call,11,South Carolina,230.39,230.39,15.0,15
Email and call,6,Wyoming,230.12,230.12,15.0,15
Email and call,4,Vermont,229.74,229.74,15.0,15
Email and call,3,Rhode Island,229.7,229.7,15.0,15
Call,9,Wisconsin,45.916,229.57999999999998,9.2,46
Call,7,Washington,45.896,229.48000000000002,9.333333333333334,56
Email and call,12,North Carolina,229.44,229.44,13.5,27
Call,10,Arkansas,45.868,229.34,9.0,45
Email and call,4,Alaska,229.13,229.13,15.0,15
Email and call,18,Kentucky,229.01,229.01,15.0,15
Email and call,6,Missouri,228.93,228.93,15.0,15
Email and call,13,New York,228.7,228.7,15.0,15
Email and call,19,Mississippi,228.56,228.56,15.0,15
Email and call,1,New Hampshire,228.39,228.39,15.0,15
Email and call,9,Arizona,228.37,228.37,15.0,15
Email and call,4,New Hampshire,228.32,228.32,15.0,15
Email and call,11,North Dakota,228.04,228.04,15.0,15
Email and call,1,North Dakota,227.52,227.52,15.0,15
Email and call,10,Missouri,227.37,227.37,15.0,15
Email and call,19,Rhode Island,227.35,227.35,15.0,15
Email and call,10,Minnesota,227.02,227.02,15.0,15
Email and call,10,New Mexico,226.92,226.92,15.0,15
Call,11,Florida,45.344,226.72,9.2,46
Email and call,14,New Mexico,226.58,226.58,15.0,15
Email and call,13,Minnesota,226.46,226.46,15.0,15
Email,8,Alabama,113.06,226.12,11.5,23
Email and call,6,South Dakota,226.1,226.1,15.0,15
Email and call,5,Maine,225.99,225.99,15.0,15
Email and call,20,Texas,225.94,225.94,15.0,15
Email and call,10,Virginia,225.68,225.68,13.5,27
Email and call,1,Delaware,225.63,225.63,15.0,15
Email and call,4,Hawaii,225.58,225.58,15.0,15
Email and call,11,Louisiana,225.55,225.55,15.0,15
Email and call,8,Rhode Island,224.62,224.62,15.0,15
Email and call,16,New Jersey,224.37,224.37,15.0,15
Email and call,8,Virginia,224.32,224.32,15.0,15
Call,8,New Jersey,44.846000000000004,224.23000000000002,9.333333333333334,56
Email,13,Louisiana,112.02000000000001,224.04000000000002,11.0,22
Email and call,2,Hawaii,223.93,223.93,15.0,15
Call,3,Connecticut,44.602,223.01,9.166666666666666,55
Email,6,Alaska,110.82499999999999,221.64999999999998,11.0,33
Email,13,Mississippi,110.80000000000001,221.60000000000002,11.5,23
Call,5,Arkansas,44.007999999999996,220.04,8.8,44
Call,1,Hawaii,54.8575,219.43,11.0,44
Call,10,New Jersey,43.788,218.94,8.666666666666666,52
Email,12,New Mexico,109.36,218.72,11.0,22
Email,7,New Mexico,109.16,218.32,11.0,22
Email,20,Virginia,108.91499999999999,217.82999999999998,11.0,22
Call,17,Florida,54.42,217.68,11.0,44
Call,12,Ohio,43.438,217.19,9.166666666666666,55
Call,0,Nevada,43.358,216.79,8.6,43
Call,0,South Carolina,43.221999999999994,216.10999999999999,8.6,43
Email,13,Michigan,107.85499999999999,215.70999999999998,10.666666666666666,32
Call,4,Wisconsin,43.126,215.63,8.8,44
Call,7,Minnesota,43.11,215.55,8.4,42
Email,18,New Jersey,107.49,214.98,11.0,22
Email,1,New Hampshire,107.44,214.88,10.333333333333334,31
Email,12,Idaho,107.07,214.14,11.0,22
Email,6,Maine,107.045,214.09,11.0,22
Email,4,Hawaii,106.495,212.99,10.0,30
Email,17,Michigan,106.27000000000001,212.54000000000002,10.333333333333334,31
Email,9,Wisconsin,105.985,211.97,10.5,21
Call,2,Nebraska,52.82,211.28,10.5,42
Call,1,New Mexico,52.817499999999995,211.26999999999998,10.5,42
Email,2,New Hampshire,105.525,211.05,10.333333333333334,31
Call,14,Massachusetts,42.172000000000004,210.86,8.4,42
Call,9,Arkansas,52.6525,210.61,10.5,42
Email,9,Missouri,105.22,210.44,10.5,21
Call,11,Pennsylvania,52.597500000000004,210.39000000000001,10.75,43
Email,12,Oregon,104.69999999999999,209.39999999999998,10.0,30
Call,8,Colorado,52.275,209.1,10.25,41
Email,5,West Virginia,104.375,208.75,10.5,21
Email,19,Michigan,104.36,208.72,10.5,21
Email,4,South Dakota,104.235,208.47,10.5,21
Email,30,Arizona,104.15,208.3,10.5,21
Email,6,New Hampshire,103.995,207.99,10.0,20
Call,5,Alabama,41.474000000000004,207.37,8.4,42
Email,18,Georgia,103.53,207.06,10.5,21
Email,13,Ohio,103.455,206.91,10.0,20
Email,11,Kansas,103.37,206.74,10.5,21
Email,18,Pennsylvania,103.16499999999999,206.32999999999998,10.5,21
Email,12,Tennessee,103.16,206.32,10.5,21
Email,18,Colorado,102.91,205.82,10.5,21
Email,0,New Hampshire,102.895,205.79,10.5,21
Call,15,Texas,51.355,205.42,10.25,41
Email,3,Maine,102.625,205.25,10.333333333333334,31
Email,31,Texas,102.535,205.07,10.5,21
Email,2,Nebraska,102.16999999999999,204.33999999999997,10.5,21
Email,14,Georgia,102.015,204.03,10.0,20
Email,3,South Dakota,101.78,203.56,10.0,20
Email,7,Nevada,101.41,202.82,10.0,20
Email,9,Nebraska,101.15,202.3,10.0,20
Email,8,New Jersey,101.145,202.29,9.666666666666666,29
Email,10,Maryland,101.045,202.09,10.0,20
Email,4,Idaho,101.04,202.08,10.0,20
Email,5,Maine,100.985,201.97,10.0,20
Email,7,Minnesota,100.97,201.94,10.0,20
Email,3,New Mexico,100.85499999999999,201.70999999999998,10.0,20
Email,20,Iowa,100.695,201.39,10.0,20
Call,7,Oklahoma,50.3125,201.25,9.75,39
Call,3,South Dakota,50.267500000000005,201.07000000000002,10.0,40
Call,1,Nebraska,50.25,201.0,10.25,41
Email,17,Florida,100.495,200.99,9.666666666666666,29
Call,9,Iowa,50.225,200.9,10.2,51
Email,14,South Carolina,100.385,200.77,10.0,20
Call,1,Montana,50.0975,200.39,10.25,41
Call,8,Washington,50.065,200.26,10.0,40
Email,12,Arizona,99.88499999999999,199.76999999999998,10.0,20
Email,9,Arkansas,99.57,199.14,10.0,20
Email,0,Idaho,99.38499999999999,198.76999999999998,10.333333333333334,31
Call,8,Alabama,49.637499999999996,198.54999999999998,10.0,40
Email,11,West Virginia,99.21000000000001,198.42000000000002,10.0,20
Call,11,Massachusetts,49.5275,198.11,10.0,40
Email,15,Ohio,99.0,198.0,10.0,20
Email,15,Florida,98.945,197.89,10.0,20
Email,19,Alabama,98.56,197.12,10.0,20
Email,13,Utah,98.34,196.68,9.5,19
Call,10,Illinois,39.33,196.65,8.0,40
Call,11,North Carolina,48.957499999999996,195.82999999999998,9.75,39
Email,19,Texas,97.66,195.32,10.0,30
Email,14,Kentucky,97.35499999999999,194.70999999999998,9.5,19
Email,17,Ohio,97.21000000000001,194.42000000000002,9.5,19
Call,9,Connecticut,48.595,194.38,9.75,39
Call,3,Alabama,48.59,194.36,9.75,39
Call,1,Maine,48.555,194.22,9.75,39
Email,12,Indiana,97.095,194.19,10.0,30
Email,7,Arkansas,96.77000000000001,193.54000000000002,10.0,30
Email,13,Delaware,96.715,193.43,10.0,20
Email and call,24,Michigan,193.04,193.04,13.0,13
Email,22,California,96.285,192.57,9.333333333333334,28
Email and call,15,Oregon,192.44,192.44,13.0,13
Email,11,Colorado,96.03,192.06,9.5,19
Email,26,Oregon,95.97,191.94,9.5,19
Email and call,0,Kansas,191.75,191.75,13.0,26
Email and call,24,New York,191.7,191.7,13.0,13
Email,17,Nevada,95.75,191.5,9.5,19
Email and call,16,South Carolina,191.22,191.22,13.0,13
Email,7,New Hampshire,95.59,191.18,10.0,20
Email and call,10,Alabama,191.13,191.13,13.0,13
Email and call,3,Iowa,191.07,191.07,13.333333333333334,40
Email,10,Arizona,95.52000000000001,191.04000000000002,9.75,39
Email,2,Vermont,95.495,190.99,9.5,19
Call,14,Oregon,47.7475,190.99,9.5,38
Email,18,Illinois,95.39,190.78,9.5,19
Email and call,8,Illinois,190.39,190.39,13.0,39
Email and call,20,Pennsylvania,190.38,190.38,13.0,13
Email and call,12,Massachusetts,190.36,190.36,13.0,13
Email and call,20,Indiana,190.32,190.32,13.0,13
Email and call,13,Mississippi,190.03,190.03,13.0,13
Email and call,10,New Jersey,189.95,189.95,13.0,13
Email and call,21,Iowa,189.89,189.89,13.0,13
Email and call,8,Maine,189.84,189.84,13.0,13
Email,10,Iowa,94.91,189.82,9.5,19
Email and call,11,Georgia,189.8,189.8,13.0,13
Email and call,5,Oklahoma,189.65,189.65,13.0,13
Email and call,18,North Carolina,189.57,189.57,13.0,13
Email,5,Utah,94.785,189.57,9.5,19
Email and call,12,Pennsylvania,189.37,189.37,13.0,13
Email and call,4,Utah,189.28,189.28,12.5,25
Email and call,15,Connecticut,189.27,189.27,13.0,13
Email and call,2,Nevada,189.17,189.17,13.0,13
Email,18,Florida,94.555,189.11,9.5,19
Email and call,8,Kansas,189.08,189.08,13.0,13
Email and call,0,Rhode Island,188.92,188.92,13.0,13
Email and call,4,Arkansas,188.84,188.84,13.0,13
Email and call,1,Maine,188.81,188.81,13.0,13
Email and call,2,Nebraska,188.8,188.8,11.5,23
Email and call,19,Florida,188.69,188.69,13.0,13
Email and call,18,New Jersey,188.58,188.58,13.0,13
Email and call,1,Utah,188.55,188.55,13.0,13
Email and call,14,Oklahoma,188.5,188.5,13.0,13
Email and call,22,Pennsylvania,188.3,188.3,13.0,13
Email and call,24,Nebraska,188.28,188.28,13.0,13
Email and call,19,Kentucky,188.26,188.26,13.0,13
Email and call,16,Arkansas,188.24,188.24,13.0,13
Email and call,4,South Carolina,188.04,188.04,12.5,25
Email and call,6,North Dakota,187.87,187.87,13.0,13
Email,21,New York,93.86,187.72,9.5,19
Email,13,Wisconsin,93.85,187.7,9.5,19
Email,8,New Mexico,93.81,187.62,9.5,19
Email and call,3,Arkansas,187.38,187.38,12.0,12
Email and call,2,Maine,187.35,187.35,12.0,12
Email and call,18,Pennsylvania,187.15,187.15,12.0,12
Email and call,5,West Virginia,187.11,187.11,12.0,12
Email and call,29,Kansas,186.88,186.88,12.0,12
Email and call,8,Alaska,186.75,186.75,12.0,12
Email,14,Maryland,93.35,186.7,9.0,18
Email and call,10,Nebraska,186.68,186.68,12.0,12
Email,20,Connecticut,93.285,186.57,9.5,19
Email and call,12,Kansas,186.57,186.57,12.0,12
Email and call,23,California,186.57,186.57,12.0,12
Email and call,8,Minnesota,186.54,186.54,12.0,12
Email and call,5,Iowa,186.53,186.53,12.0,12
Email and call,11,Utah,186.49,186.49,12.0,12
Email and call,0,Vermont,186.37,186.37,12.0,12
Email and call,3,North Dakota,186.32,186.32,12.0,24
Email and call,0,Montana,186.24,186.24,12.0,12
Email and call,13,Nevada,186.24,186.24,12.0,12
Email and call,9,Minnesota,185.92,185.92,12.0,12
Email and call,0,New Hampshire,185.65,185.65,12.0,12
Email,13,Maryland,92.81,185.62,9.5,19
Email and call,9,Rhode Island,185.59,185.59,12.0,12
Email and call,11,Indiana,185.57,185.57,12.0,12
Call,12,Kentucky,46.36,185.44,9.25,37
Email and call,10,Maryland,185.36,185.36,12.0,12
Email and call,1,Rhode Island,185.2,185.2,12.0,12
Email,15,Minnesota,92.52000000000001,185.04000000000002,9.0,18
Email and call,7,Rhode Island,185.04,185.04,12.0,12
Email and call,14,North Carolina,184.91,184.91,12.0,12
Email and call,11,Pennsylvania,184.88,184.88,12.0,12
Email and call,12,Alabama,184.81,184.81,12.0,12
Email and call,22,Georgia,184.77,184.77,12.0,12
Email,9,Rhode Island,92.37,184.74,9.5,19
Email and call,14,Texas,184.74,184.74,12.0,12
Email and call,11,South Dakota,184.74,184.74,12.0,12
Email and call,14,Iowa,184.56,184.56,12.0,12
Email and call,5,Mississippi,184.51,184.51,12.0,12
Call,14,New York,46.105,184.42,9.0,36
Email and call,27,Florida,184.32,184.32,12.0,12
Email and call,9,Kansas,184.23,184.23,12.0,12
Email and call,5,Louisiana,184.17,184.17,12.0,12
Email and call,7,Wisconsin,183.93,183.93,12.0,24
Email,16,Indiana,91.89,183.78,9.5,19
Email,18,Arizona,91.89,183.78,9.5,19
Email and call,1,Iowa,183.77,183.77,12.5,25
Email and call,6,Massachusetts,183.65,183.65,12.0,12
Email,6,Vermont,91.78,183.56,9.0,18
Email and call,14,Maryland,183.39,183.39,12.0,12
Email and call,11,North Carolina,183.16,183.16,12.0,12
Call,9,Indiana,45.7775,183.11,9.0,45
Email and call,8,Arizona,183.07,183.07,12.5,25
Email and call,20,Florida,182.87,182.87,12.0,12
Email,30,California,91.41499999999999,182.82999999999998,9.0,18
Email,12,Washington,91.375,182.75,9.0,18
Call,1,Idaho,45.6675,182.67,9.0,36
Email and call,11,Idaho,182.64,182.64,12.0,12
Email,3,Nebraska,91.19,182.38,9.0,18
Email and call,5,Hawaii,182.3,182.3,12.0,12
Email and call,10,Washington,182.25,182.25,12.0,12
Email and call,3,Wyoming,182.12,182.12,12.0,12
Email and call,12,Washington,182.03,182.03,12.0,24
Email,5,Montana,90.885,181.77,9.0,18
Email,14,Utah,90.83500000000001,181.67000000000002,9.0,18
Email and call,22,Maryland,181.52,181.52,12.0,12
Email and call,17,Alabama,181.51,181.51,12.0,12
Call,9,Massachusetts,45.3575,181.43,9.0,36
Call,5,Maine,45.355,181.42,9.25,37
Email and call,6,Alaska,181.32,181.32,12.0,12
Call,11,New Jersey,60.376666666666665,181.13,12.0,36
Email and call,5,Utah,180.91,180.91,12.0,12
Email,4,New Hampshire,90.39500000000001,180.79000000000002,9.0,18
Email and call,8,Mississippi,180.76,180.76,12.0,12
Email,13,Arizona,90.36,180.72,9.0,18
Email and call,6,Kansas,180.42,180.42,12.0,12
Email and call,15,Florida,180.3,180.3,12.0,12
Email and call,11,Mississippi,180.2,180.2,12.0,12
Email,11,Oklahoma,90.055,180.11,9.0,18
Email and call,11,Maine,180.08,180.08,12.0,12
Email and call,13,Washington,179.96,179.96,12.0,12
Email,0,Montana,89.94999999999999,179.89999999999998,9.0,18
Email and call,18,Oregon,179.86,179.86,12.0,12
Email and call,24,Mississippi,179.74,179.74,12.0,12
Call,19,Texas,44.932500000000005,179.73000000000002,9.0,36
Email and call,0,Idaho,179.66,179.66,12.0,12
Email and call,33,Alabama,179.64,179.64,12.0,12
Call,9,Colorado,44.905,179.62,8.75,35
Email and call,23,Utah,179.61,179.61,12.0,12
Email,16,Pennsylvania,89.795,179.59,9.0,27
Email and call,13,Tennessee,179.39,179.39,12.0,12
Email and call,12,Nebraska,179.36,179.36,12.0,12
Email and call,7,Utah,179.33,179.33,12.0,12
Email,3,Wyoming,89.53999999999999,179.07999999999998,9.0,18
Email,11,Maryland,89.53,179.06,8.5,17
Email and call,24,California,179.05,179.05,12.0,12
Email,15,Virginia,89.485,178.97,9.0,18
Call,10,Ohio,44.7275,178.91,8.6,43
Email and call,8,Maryland,178.82,178.82,12.0,12
Email and call,4,Iowa,178.78,178.78,12.5,25
Email and call,7,Tennessee,178.4,178.4,12.0,12
Email and call,17,Pennsylvania,178.11,178.11,12.0,12
Email and call,14,Georgia,178.11,178.11,12.0,12
Email and call,5,Arkansas,178.0,178.0,12.0,12
Email and call,10,Oregon,177.95,177.95,12.0,12
Email,9,New Mexico,88.91499999999999,177.82999999999998,9.0,18
Email,8,Montana,88.84,177.68,8.5,17
Email and call,11,Vermont,177.66,177.66,12.0,12
Email and call,4,Nebraska,177.62,177.62,12.0,12
Email and call,15,Georgia,177.45,177.45,12.0,12
Email and call,13,North Carolina,177.23,177.23,12.0,12
Email,15,Alabama,88.295,176.59,9.0,18
Email and call,9,West Virginia,176.11,176.11,12.0,12
Email and call,7,Nebraska,176.04,176.04,12.0,12
Call,7,Pennsylvania,44.005,176.02,9.0,36
Call,8,Georgia,43.9475,175.79,8.4,42
Email,22,Ohio,87.845,175.69,9.0,18
Email,19,Tennessee,87.69,175.38,8.666666666666666,26
Call,10,Alabama,43.8075,175.23,8.75,35
Email,10,Alabama,87.60499999999999,175.20999999999998,9.0,18
Email and call,15,Michigan,175.15,175.15,12.0,12
Call,9,Missouri,43.754999999999995,175.01999999999998,9.0,45
Email,19,Pennsylvania,87.3,174.6,9.0,18
Call,0,Oklahoma,43.6225,174.49,8.75,35
Email,11,Georgia,87.24000000000001,174.48000000000002,9.0,18
Call,1,West Virginia,43.6,174.4,8.75,35
Call,10,Pennsylvania,58.06333333333333,174.19,11.666666666666666,35
